transaction_id,transaction_date,customer_id,product_category,product_name,quantity,unit_price,total_amount,payment_method,region
TXN100085,2025-03-31,CUST308,Personal Care,Savlon Sanitizer,5,70,350,Card,Mumbai
TXN100086,2025-02-20,CUST798,FMCG,Aashirvaad Atta,3,65,195,Cash,Delhi
TXN100087,2025-04-04,CUST427,Beverages,B Natural Juice,5,40,200,Card,Chennai
TXN100088,2025-06-09,CUST307,Snacks,Bingo Chips,2,20,40,Card,Kolkata
TXN100089,2025-02-02,CUST896,Personal Care,Savlon Sanitizer,5,70,350,UPI,Mumbai
TXN100090,2025-05-05,CUST123,FMCG,Aashirvaad Atta,5,65,325,Cash,Kolkata
TXN100091,2025-02-11,CUST215,Snacks,Bingo Mad Angles,4,25,100,Cash,Hyderabad
TXN100092,2025-03-19,CUST561,Personal Care,Savlon Sanitizer,5,70,350,UPI,Mumbai
TXN100093,2025-06-30,CUST277,Beverages,B Natural Juice,2,40,80,UPI,Kolkata
TXN100094,2025-02-02,CUST240,Personal Care,Savlon Sanitizer,5,70,350,UPI,Delhi
TXN100095,2025-02-24,CUST909,Snacks,Bingo Mad Angles,3,25,75,UPI,Delhi
TXN100096,2025-05-28,CUST163,FMCG,Aashirvaad Atta,1,65,65,UPI,Hyderabad
TXN100097,2025-01-31,CUST377,Beverages,B Natural Juice,3,40,120,Card,Delhi
TXN100098,2025-05-19,CUST323,Snacks,Bingo Mad Angles,3,25,75,Cash,Mumbai
TXN100099,2025-03-04,CUST432,FMCG,Aashirvaad Atta,4,65,260,Card,Hyderabad
TXN100100,2025-01-17,CUST102,Personal Care,Savlon Sanitizer,5,70,350,Cash,Chennai
TXN100101,2025-03-13,CUST279,FMCG,Aashirvaad Atta,3,65,195,UPI,Hyderabad
TXN100102,2025-03-19,CUST669,Snacks,Bingo Chips,3,20,60,Card,Mumbai
TXN100103,2025-02-06,CUST757,FMCG,Aashirvaad Atta,4,65,260,Cash,Chennai
TXN100104,2025-02-13,CUST516,Personal Care,Savlon Sanitizer,3,70,210,Card,Delhi
TXN100105,2025-01-16,CUST117,Snacks,Bingo Mad Angles,5,25,125,Cash,Hyderabad
TXN100106,2025-04-19,CUST405,Personal Care,Savlon Sanitizer,2,70,140,UPI,Delhi
TXN100107,2025-01-06,CUST776,Personal Care,Savlon Handwash,3,95,285,Card,Delhi
TXN100108,2025-02-25,CUST469,Snacks,Bingo Mad Angles,1,25,25,Card,Hyderabad
TXN100109,2025-05-08,CUST343,Snacks,Bingo Chips,3,20,60,Cash,Chennai
TXN100110,2025-06-06,CUST649,Personal Care,Savlon Sanitizer,3,70,210,UPI,Delhi
TXN100111,2025-03-09,CUST398,Personal Care,Vivel Soap,3,35,105,Card,Delhi
TXN100112,2025-05-22,CUST210,Beverages,B Natural Juice,5,40,200,Cash,Mumbai
TXN100113,2025-06-30,CUST322,Snacks,Bingo Chips,2,20,40,Card,Chennai
TXN100114,2025-05-10,CUST828,FMCG,Aashirvaad Atta,1,65,65,Card,Kolkata
TXN100115,2025-03-26,CUST794,Snacks,Bingo Chips,3,20,60,Card,Hyderabad
TXN100116,2025-03-09,CUST340,Beverages,Sunbean Coffee,3,180,540,UPI,Hyderabad
TXN100117,2025-06-22,CUST244,Personal Care,Savlon Sanitizer,5,70,350,UPI,Kolkata
TXN100118,2025-04-28,CUST651,Personal Care,Savlon Handwash,4,95,380,Card,Mumbai
TXN100119,2025-02-03,CUST192,Personal Care,Vivel Soap,4,35,140,UPI,Bangalore
TXN100120,2025-05-28,CUST691,Personal Care,Vivel Soap,4,35,140,Card,Hyderabad
TXN100121,2025-06-05,CUST433,Beverages,B Natural Juice,4,40,160,UPI,Kolkata
TXN100122,2025-03-11,CUST117,FMCG,Aashirvaad Atta,4,65,260,Card,Bangalore
TXN100123,2025-04-23,CUST538,Personal Care,Savlon Handwash,4,95,380,Card,Delhi
TXN100124,2025-06-16,CUST413,Beverages,Sunbean Coffee,2,180,360,Cash,Bangalore
TXN100125,2025-04-20,CUST385,Snacks,Bingo Chips,4,20,80,Cash,Mumbai
TXN100126,2025-02-22,CUST682,Snacks,Bingo Mad Angles,1,25,25,UPI,Delhi
TXN100127,2025-05-08,CUST266,Beverages,B Natural Juice,2,40,80,UPI,Delhi
TXN100128,2025-03-18,CUST883,Personal Care,Savlon Sanitizer,4,70,280,UPI,Mumbai
TXN100129,2025-04-26,CUST655,Personal Care,Savlon Handwash,1,95,95,Card,Mumbai
TXN100130,2025-04-04,CUST514,Beverages,Sunbean Coffee,2,180,360,Card,Bangalore
TXN100131,2025-03-23,CUST652,Beverages,Sunbean Coffee,2,180,360,UPI,Mumbai
TXN100132,2025-05-25,CUST799,FMCG,Aashirvaad Atta,5,65,325,Card,Hyderabad
TXN100133,2025-01-13,CUST750,Personal Care,Savlon Sanitizer,4,70,280,Cash,Bangalore
TXN100134,2025-04-11,CUST402,Personal Care,Savlon Handwash,5,95,475,UPI,Hyderabad
TXN100135,2025-05-28,CUST152,Beverages,Sunbean Coffee,4,180,720,UPI,Delhi
TXN100136,2025-02-11,CUST861,Snacks,Bingo Mad Angles,2,25,50,Card,Hyderabad
TXN100137,2025-06-13,CUST418,Beverages,B Natural Juice,3,40,120,Cash,Hyderabad
TXN100138,2025-04-13,CUST551,Personal Care,Savlon Sanitizer,2,70,140,UPI,Hyderabad
TXN100139,2025-03-03,CUST157,Personal Care,Savlon Handwash,2,95,190,Card,Hyderabad
TXN100140,2025-05-05,CUST643,Beverages,Sunbean Coffee,1,180,180,Cash,Mumbai
TXN100141,2025-06-26,CUST575,Snacks,Bingo Chips,3,20,60,Card,Chennai
TXN100142,2025-01-31,CUST654,FMCG,Aashirvaad Atta,3,65,195,Card,Bangalore
TXN100143,2025-04-17,CUST358,Personal Care,Savlon Handwash,5,95,475,Cash,Chennai
TXN100144,2025-06-15,CUST866,Personal Care,Vivel Soap,3,35,105,UPI,Kolkata
TXN100145,2025-04-22,CUST567,Beverages,Sunbean Coffee,1,180,180,UPI,Mumbai
TXN100146,2025-06-29,CUST643,Snacks,Bingo Chips,4,20,80,Card,Hyderabad
TXN100147,2025-03-30,CUST522,Personal Care,Savlon Sanitizer,3,70,210,Cash,Kolkata
TXN100148,2025-03-27,CUST829,Snacks,Bingo Mad Angles,2,25,50,Cash,Delhi
TXN100149,2025-04-04,CUST174,Personal Care,Savlon Sanitizer,2,70,140,Card,Delhi
TXN100150,2025-06-03,CUST884,Snacks,Bingo Mad Angles,4,25,100,UPI,Mumbai
TXN100151,2025-06-29,CUST469,Beverages,B Natural Juice,2,40,80,UPI,Delhi
TXN100152,2025-01-16,CUST773,Personal Care,Savlon Sanitizer,5,70,350,UPI,Bangalore
TXN100153,2025-06-25,CUST679,Snacks,Bingo Chips,2,20,40,Card,Bangalore
TXN100154,2025-05-28,CUST486,Beverages,B Natural Juice,3,40,120,Card,Chennai
TXN100155,2025-01-19,CUST186,Personal Care,Vivel Soap,5,35,175,Card,Delhi
TXN100156,2025-04-30,CUST560,Snacks,Bingo Mad Angles,5,25,125,Card,Hyderabad
TXN100157,2025-02-06,CUST486,Snacks,Bingo Mad Angles,1,25,25,Cash,Kolkata
TXN100158,2025-06-14,CUST923,Beverages,B Natural Juice,2,40,80,UPI,Hyderabad
TXN100159,2025-03-19,CUST635,Personal Care,Vivel Soap,2,35,70,Card,Mumbai
TXN100160,2025-01-28,CUST942,Beverages,B Natural Juice,1,40,40,Card,Bangalore
TXN100161,2025-03-20,CUST288,Personal Care,Savlon Handwash,3,95,285,Cash,Mumbai
TXN100162,2025-01-17,CUST406,Snacks,Bingo Mad Angles,3,25,75,Cash,Kolkata
TXN100163,2025-02-14,CUST598,Personal Care,Savlon Sanitizer,5,70,350,Cash,Chennai
TXN100164,2025-06-09,CUST157,Beverages,B Natural Juice,1,40,40,Cash,Hyderabad
TXN100165,2025-04-19,CUST186,Beverages,B Natural Juice,4,40,160,Cash,Bangalore
TXN100166,2025-06-21,CUST673,Snacks,Bingo Mad Angles,3,25,75,Cash,Chennai
TXN100167,2025-04-14,CUST965,Personal Care,Vivel Soap,4,35,140,Card,Hyderabad
TXN100168,2025-06-15,CUST491,FMCG,Aashirvaad Atta,4,65,260,UPI,Hyderabad
TXN100169,2025-03-14,CUST725,Snacks,Bingo Mad Angles,5,25,125,Cash,Mumbai
TXN100170,2025-03-19,CUST433,Beverages,B Natural Juice,1,40,40,Cash,Chennai
TXN100171,2025-04-05,CUST183,Personal Care,Savlon Sanitizer,1,70,70,UPI,Bangalore
TXN100172,2025-03-02,CUST172,Beverages,B Natural Juice,4,40,160,UPI,Bangalore
TXN100173,2025-02-28,CUST173,Beverages,B Natural Juice,2,40,80,Card,Hyderabad
TXN100174,2025-03-08,CUST842,Beverages,Sunbean Coffee,1,180,180,Cash,Bangalore
TXN100175,2025-05-16,CUST694,Snacks,Bingo Mad Angles,5,25,125,Card,Chennai
TXN100176,2025-05-18,CUST752,Personal Care,Savlon Handwash,4,95,380,UPI,Delhi
TXN100177,2025-04-09,CUST732,Beverages,Sunbean Coffee,1,180,180,UPI,Hyderabad
TXN100178,2025-05-08,CUST140,Snacks,Bingo Chips,4,20,80,UPI,Hyderabad
TXN100179,2025-01-11,CUST557,Personal Care,Vivel Soap,5,35,175,UPI,Kolkata
TXN100180,2025-01-28,CUST679,Snacks,Bingo Chips,1,20,20,Cash,Hyderabad
TXN100181,2025-04-25,CUST701,Personal Care,Savlon Sanitizer,4,70,280,Cash,Mumbai
TXN100182,2025-04-01,CUST691,Beverages,Sunbean Coffee,4,180,720,UPI,Chennai
TXN100183,2025-03-08,CUST307,Personal Care,Savlon Sanitizer,3,70,210,Cash,Delhi
TXN100184,2025-04-21,CUST115,Personal Care,Savlon Sanitizer,3,70,210,Cash,Kolkata
TXN100185,2025-04-26,CUST667,Beverages,Sunbean Coffee,4,180,720,Card,Bangalore
TXN100186,2025-05-12,CUST963,Beverages,B Natural Juice,2,40,80,Cash,Delhi
TXN100187,2025-01-25,CUST583,Personal Care,Vivel Soap,5,35,175,Card,Mumbai
TXN100188,2025-05-08,CUST162,Beverages,B Natural Juice,3,40,120,Card,Kolkata
TXN100189,2025-04-13,CUST301,Personal Care,Vivel Soap,4,35,140,Cash,Chennai
TXN100190,2025-02-22,CUST137,Personal Care,Vivel Soap,2,35,70,Cash,Mumbai
TXN100191,2025-01-20,CUST792,Personal Care,Savlon Handwash,1,95,95,Card,Mumbai
TXN100192,2025-02-25,CUST371,Snacks,Bingo Chips,1,20,20,UPI,Mumbai
TXN100193,2025-04-30,CUST585,Personal Care,Vivel Soap,4,35,140,Card,Kolkata
TXN100194,2025-02-03,CUST780,Beverages,Sunbean Coffee,1,180,180,UPI,Hyderabad
TXN100195,2025-01-30,CUST116,Snacks,Bingo Mad Angles,2,25,50,UPI,Hyderabad
TXN100196,2025-06-13,CUST740,Snacks,Bingo Mad Angles,4,25,100,UPI,Mumbai
TXN100197,2025-01-11,CUST234,Personal Care,Savlon Handwash,4,95,380,Cash,Chennai
TXN100198,2025-06-26,CUST284,Personal Care,Savlon Handwash,4,95,380,Card,Kolkata
TXN100199,2025-02-14,CUST707,Snacks,Bingo Mad Angles,1,25,25,Card,Chennai
TXN100200,2025-03-31,CUST932,Personal Care,Savlon Handwash,1,95,95,UPI,Mumbai
TXN100201,2025-01-28,CUST533,Snacks,Bingo Chips,2,20,40,Cash,Kolkata
TXN100202,2025-04-26,CUST883,Personal Care,Savlon Handwash,5,95,475,Card,Bangalore
TXN100203,2025-06-09,CUST318,Beverages,B Natural Juice,1,40,40,UPI,Mumbai
TXN100204,2025-02-09,CUST569,Personal Care,Savlon Sanitizer,2,70,140,UPI,Bangalore
TXN100205,2025-06-23,CUST811,FMCG,Aashirvaad Atta,4,65,260,Cash,Bangalore
TXN100206,2025-06-07,CUST272,Beverages,Sunbean Coffee,5,180,900,Card,Kolkata
TXN100207,2025-06-19,CUST100,Snacks,Bingo Mad Angles,5,25,125,UPI,Delhi
TXN100208,2025-06-27,CUST208,Personal Care,Vivel Soap,3,35,105,Card,Bangalore
TXN100209,2025-06-12,CUST786,Personal Care,Savlon Sanitizer,5,70,350,Cash,Hyderabad
TXN100210,2025-06-24,CUST526,FMCG,Aashirvaad Atta,2,65,130,UPI,Bangalore
TXN100211,2025-02-12,CUST201,Snacks,Bingo Chips,1,20,20,UPI,Kolkata
TXN100212,2025-01-06,CUST838,Personal Care,Savlon Sanitizer,4,70,280,Card,Chennai
TXN100213,2025-02-28,CUST549,Personal Care,Savlon Handwash,5,95,475,UPI,Kolkata
TXN100214,2025-03-30,CUST113,Personal Care,Savlon Handwash,1,95,95,Cash,Delhi
TXN100215,2025-01-03,CUST802,Snacks,Bingo Mad Angles,3,25,75,Cash,Bangalore
TXN100216,2025-05-12,CUST121,Beverages,Sunbean Coffee,2,180,360,Card,Bangalore
TXN100217,2025-03-26,CUST633,Personal Care,Savlon Sanitizer,1,70,70,Cash,Chennai
TXN100218,2025-02-24,CUST593,Personal Care,Savlon Handwash,4,95,380,UPI,Delhi
TXN100219,2025-01-05,CUST732,Personal Care,Savlon Handwash,1,95,95,Card,Chennai
TXN100220,2025-01-06,CUST715,Personal Care,Savlon Handwash,3,95,285,Card,Mumbai
TXN100221,2025-02-05,CUST937,Personal Care,Vivel Soap,2,35,70,UPI,Delhi
TXN100222,2025-03-26,CUST589,Personal Care,Savlon Sanitizer,3,70,210,UPI,Mumbai
TXN100223,2025-02-17,CUST466,Personal Care,Vivel Soap,3,35,105,UPI,Kolkata
TXN100224,2025-03-08,CUST510,Snacks,Bingo Mad Angles,2,25,50,Cash,Delhi
TXN100225,2025-02-06,CUST881,Personal Care,Savlon Sanitizer,1,70,70,Card,Chennai
TXN100226,2025-03-26,CUST771,Beverages,Sunbean Coffee,4,180,720,UPI,Mumbai
TXN100227,2025-04-20,CUST432,Beverages,Sunbean Coffee,2,180,360,Cash,Delhi
TXN100228,2025-04-10,CUST626,Snacks,Bingo Mad Angles,5,25,125,Cash,Hyderabad
TXN100229,2025-03-05,CUST881,Personal Care,Savlon Handwash,5,95,475,UPI,Delhi
TXN100230,2025-01-18,CUST227,FMCG,Aashirvaad Atta,3,65,195,UPI,Delhi
TXN100231,2025-01-05,CUST107,Personal Care,Savlon Sanitizer,5,70,350,Cash,Kolkata
TXN100232,2025-03-02,CUST693,Beverages,B Natural Juice,2,40,80,Cash,Hyderabad
TXN100233,2025-05-06,CUST711,Beverages,Sunbean Coffee,4,180,720,Card,Kolkata
TXN100234,2025-04-17,CUST664,Personal Care,Vivel Soap,2,35,70,UPI,Chennai
TXN100235,2025-05-18,CUST321,Personal Care,Savlon Sanitizer,4,70,280,UPI,Delhi
TXN100236,2025-02-13,CUST236,Personal Care,Vivel Soap,5,35,175,Cash,Hyderabad
TXN100237,2025-05-31,CUST595,Beverages,B Natural Juice,3,40,120,Cash,Mumbai
TXN100238,2025-02-23,CUST214,Personal Care,Savlon Handwash,1,95,95,Cash,Bangalore
TXN100239,2025-02-19,CUST283,Personal Care,Savlon Sanitizer,4,70,280,Card,Chennai
TXN100240,2025-02-22,CUST830,FMCG,Aashirvaad Atta,5,65,325,UPI,Bangalore
TXN100241,2025-04-11,CUST222,Personal Care,Vivel Soap,2,35,70,UPI,Delhi
TXN100242,2025-03-31,CUST346,Beverages,B Natural Juice,5,40,200,Cash,Delhi
TXN100243,2025-06-14,CUST671,FMCG,Aashirvaad Atta,5,65,325,Cash,Chennai
TXN100244,2025-02-05,CUST386,Personal Care,Savlon Sanitizer,4,70,280,Cash,Mumbai
TXN100245,2025-06-02,CUST535,Snacks,Bingo Mad Angles,3,25,75,Cash,Kolkata
TXN100246,2025-04-25,CUST117,FMCG,Aashirvaad Atta,2,65,130,UPI,Chennai
TXN100247,2025-01-15,CUST981,Personal Care,Savlon Sanitizer,3,70,210,Cash,Delhi
TXN100248,2025-06-19,CUST612,Personal Care,Vivel Soap,1,35,35,UPI,Chennai
TXN100249,2025-06-09,CUST714,Personal Care,Savlon Sanitizer,2,70,140,Cash,Mumbai
TXN100250,2025-02-20,CUST734,Snacks,Bingo Chips,3,20,60,UPI,Chennai
TXN100251,2025-04-29,CUST264,Beverages,B Natural Juice,3,40,120,Cash,Chennai
TXN100252,2025-05-23,CUST751,Snacks,Bingo Mad Angles,4,25,100,Card,Hyderabad
TXN100253,2025-06-20,CUST700,FMCG,Aashirvaad Atta,4,65,260,UPI,Bangalore
TXN100254,2025-01-31,CUST448,Snacks,Bingo Chips,1,20,20,UPI,Chennai
TXN100255,2025-04-04,CUST645,FMCG,Aashirvaad Atta,5,65,325,UPI,Mumbai
TXN100256,2025-04-11,CUST594,Personal Care,Savlon Handwash,2,95,190,Card,Bangalore
TXN100257,2025-02-25,CUST504,Personal Care,Vivel Soap,2,35,70,Card,Chennai
TXN100258,2025-05-07,CUST596,Snacks,Bingo Chips,5,20,100,Cash,Chennai
TXN100259,2025-02-12,CUST191,Personal Care,Savlon Handwash,4,95,380,Cash,Hyderabad
TXN100260,2025-06-23,CUST859,Snacks,Bingo Mad Angles,3,25,75,UPI,Delhi
TXN100261,2025-06-23,CUST561,Snacks,Bingo Mad Angles,4,25,100,UPI,Hyderabad
TXN100262,2025-04-10,CUST831,Snacks,Bingo Chips,2,20,40,UPI,Hyderabad
TXN100263,2025-06-24,CUST379,Personal Care,Vivel Soap,1,35,35,Cash,Bangalore
TXN100264,2025-06-09,CUST830,Beverages,Sunbean Coffee,1,180,180,Cash,Bangalore
TXN100265,2025-05-11,CUST182,Snacks,Bingo Mad Angles,5,25,125,Cash,Bangalore
TXN100266,2025-06-19,CUST712,Snacks,Bingo Chips,4,20,80,Cash,Bangalore
TXN100267,2025-03-20,CUST613,FMCG,Aashirvaad Atta,4,65,260,Cash,Delhi
TXN100268,2025-02-05,CUST699,Personal Care,Vivel Soap,5,35,175,Card,Delhi
TXN100269,2025-03-06,CUST636,Snacks,Bingo Chips,1,20,20,UPI,Chennai
TXN100270,2025-02-10,CUST826,Beverages,Sunbean Coffee,5,180,900,Cash,Kolkata
TXN100271,2025-05-24,CUST794,Personal Care,Vivel Soap,3,35,105,UPI,Kolkata
TXN100272,2025-04-02,CUST331,Snacks,Bingo Chips,2,20,40,Card,Mumbai
TXN100273,2025-06-23,CUST969,Personal Care,Savlon Sanitizer,1,70,70,UPI,Bangalore
TXN100274,2025-04-09,CUST292,Snacks,Bingo Chips,2,20,40,UPI,Hyderabad
TXN100275,2025-05-03,CUST369,Snacks,Bingo Mad Angles,4,25,100,Cash,Hyderabad
TXN100276,2025-02-05,CUST158,Snacks,Bingo Mad Angles,1,25,25,Card,Bangalore
TXN100277,2025-04-03,CUST579,Personal Care,Savlon Handwash,5,95,475,UPI,Mumbai
TXN100278,2025-01-28,CUST369,Beverages,Sunbean Coffee,5,180,900,Cash,Kolkata
TXN100279,2025-05-11,CUST467,Personal Care,Vivel Soap,4,35,140,Cash,Chennai
TXN100280,2025-01-13,CUST883,Personal Care,Savlon Handwash,2,95,190,Card,Chennai
TXN100281,2025-01-16,CUST287,FMCG,Aashirvaad Atta,4,65,260,Card,Mumbai
TXN100282,2025-04-11,CUST289,Beverages,Sunbean Coffee,1,180,180,Card,Kolkata
TXN100283,2025-06-29,CUST127,Beverages,Sunbean Coffee,3,180,540,UPI,Delhi
TXN100284,2025-03-25,CUST825,FMCG,Aashirvaad Atta,4,65,260,Cash,Kolkata
TXN100285,2025-05-14,CUST761,Beverages,Sunbean Coffee,2,180,360,Cash,Hyderabad
TXN100286,2025-04-26,CUST552,Beverages,B Natural Juice,4,40,160,UPI,Hyderabad
